stop_id,lat,lon,display_name
503,49.084587,6.154709,MONTIGNY<br>ST-PRIVAT
62,49.101364,6.154804,NATION
41,49.101308,6.154675,NATION
411,49.133680,6.152525,NICOLAS<br>JUNG
398,49.133334,6.153096,NICOLAS<br>JUNG
551,49.114700,6.235634,NONNETIERS
550,49.114745,6.237012,NONNETIERS
790,49.111846,6.097380,NOUILLONS
785,49.112055,6.097330,NOUILLONS
751,49.136056,6.258509,NOUILLY<br>CENTRE
245,49.076040,6.192849,OBELLIANE
582,49.076140,6.192630,OBELLIANE
183,49.103385,6.202415,OBERLING
193,49.103229,6.202711,OBERLING
653,49.103150,6.204709,OBERLING
668,49.103156,6.204046,OBERLING
458,49.125193,6.230550,OEILLETS
147,49.120069,6.176481,OFFICE<br>DE<br>TOURISME
871,49.075620,6.116550,ORLY
872,49.075870,6.116931,ORLY
218,49.111121,6.161525,PALAIS<br><br>DES<br>SPORTS
203,49.111233,6.161236,PALAIS<br><br>DES<br>SPORTS
120,49.094400,6.123851,PAQUERETTES
119,49.094430,6.123770,PAQUERETTES
163,49.135059,6.156782,PAQUET
155,49.135083,6.156760,PAQUET
393,49.117232,6.179856,PARAIGES
995,49.075067,6.256375,LA<br>PASSERELLE
996,49.074881,6.256506,LA<br>PASSERELLE
227,49.093074,6.239673,PASSOTTE
226,49.092848,6.239898,PASSOTTE
164,49.134585,6.161235,PATROTTE
154,49.134796,6.161172,PATROTTE
965,49.074330,6.222700,PELTRE<br>GARE
983,49.074380,6.222640,PELTRE<br>GARE
910,49.107110,6.177470,POLE<br>MULTIMODAL
911,49.107070,6.177387,POLE<br>MULTIMODAL
912,49.107130,6.177520,POLE<br>MULTIMODAL
913,49.106940,6.177100,POLE<br>MULTIMODAL
914,49.107070,6.177387,POLE<br>MULTIMODAL
916,49.107110,6.177470,POLE<br>MULTIMODAL
836,49.134659,6.273620,PENSEES
835,49.134718,6.273891,PENSEES
216,49.114076,6.154931,PEPINIERES
205,49.114283,6.154505,PEPINIERES
967,49.076700,6.232070,PEUMONT
981,49.076810,6.232140,PEUMONT
508,49.104668,6.208690,PEUPLIERS
500,49.105085,6.210269,PEUPLIERS
257,49.102273,6.179863,PIERNE
234,49.102558,6.179825,PIERNE
625,49.164089,6.188698,PIERRET
619,49.163588,6.188512,PIERRET
750,49.134469,6.270569,PINOTS<br>MELES
755,49.134438,6.271576,PINOTS<br>MELES
604,49.132392,6.215935,PINS
5044,49.132405,6.215813,PINS
241,49.100580,6.186501,PISCINE<br>OLYMPIQUE
240,49.100489,6.185619,PISCINE<br>OLYMPIQUE
174,49.125861,6.227397,PIVOINES
646,49.063946,6.148353,PAUL<br>JOLY
645,49.063956,6.148349,PAUL<br>JOLY
739,49.154572,6.118160,PLACE<br>PUBLIQUE
744,49.154617,6.118041,PLACE<br>PUBLIQUE
248,49.078720,6.189810,LA<br>PLAINE
579,49.078680,6.189760,LA<br>PLAINE
327,49.130529,6.124464,PLAPPEVILLE
722,49.169047,6.051426,LES<br>PLAQUETTES
733,49.169204,6.051248,LES<br>PLAQUETTES
145,49.119478,6.175437,PLACE<br>D'ARMES
1004,49.119340,6.175570,PLACE<br>D'ARMES
260,49.082390,6.184219,PLATEAU
261,49.081550,6.185229,PLATEAU
1020,49.120317,6.173846,PLACE<br>DE<br>CHAMBRE
19,49.120314,6.173985,PLACE<br>DE<br>CHAMBRE
457,49.156261,6.153043,PLACE<br>DE<br>FRANCE
5024,49.060938,6.162506,PLACE<br>DE<br>GAULLE
5013,49.060080,6.162630,PLACE<br>DE<br>GAULLE
879,49.116424,6.168559,POINCARE
880,49.117649,6.169115,POINCARE
6150,49.109098,6.180880,CENTRE<br>POMPIDOU<br>METZ
6155,49.109098,6.180879,CENTRE<br>POMPIDOU<br>METZ
5070,49.033478,6.162407,LA<br>POMMERAIE
5074,49.033591,6.161991,LA<br>POMMERAIE
27,49.123721,6.175377,PONT<br>MOREAU
797,49.108401,6.180385,CENTRE<br>POMPIDOU<br>METZ
796,49.108318,6.180437,CENTRE<br>POMPIDOU<br>METZ
6090,49.127140,6.174876,PONTIFFROY
6095,49.127138,6.174877,PONTIFFROY
526,49.089591,6.147259,PONSARD
358,49.089631,6.147179,PONSARD
169,49.127360,6.175441,PONTIFFROY
149,49.127471,6.175816,PONTIFFROY
664,49.114821,6.189005,PONT<br>ROUGE
665,49.114710,6.188867,PONT<br>ROUGE
288,49.119032,6.144237,PONT<br>DE<br>VERDUN
268,49.119567,6.144533,PONT<br>DE<br>VERDUN
629,49.137311,6.180807,PORT<br>DE<br>METZ
615,49.137572,6.181031,PORT<br>DE<br>METZ
815,49.151940,6.213803,POSTE<br>EDF
816,49.151940,6.213803,POSTE<br>EDF
674,49.115719,6.243662,POTIERS<br>D'ETAIN
432,49.116148,6.243641,POTIERS<br>D'ETAIN
782,49.049818,6.188396,POUILLY
856,49.151113,6.165887,POULMAIRE
740,49.151153,6.166943,POULMAIRE
5078,49.020422,6.155370,POURNOY-LA-CHETIVE
5077,49.020792,6.155158,POURNOY-LA-CHETIVE
1000,49.121710,6.174370,PREFECTURE
438,49.121305,6.175270,PREFECTURE
435,49.121590,6.174796,PREFECTURE
418,49.081200,6.308091,PRE<br>NET
419,49.081120,6.308259,PRE<br>NET
324,49.134312,6.130838,PRES<br>ST-JACQUES
834,49.135232,6.257092,PRESSOIR
292,49.102307,6.104872,PREVILLE
295,49.102224,6.104457,PREVILLE
5361,49.092873,6.156398,PREVOTE
5354,49.091612,6.155352,PREVOTE
762,49.107937,6.085251,PRIEURE
263,49.109541,6.125934,EN<br>PRILLE
262,49.109378,6.125309,EN<br>PRILLE
6210,49.113262,6.216811,PROVENCE
6215,49.113265,6.216819,PROVENCE
23,49.112835,6.215728,PROVENCE
11,49.112796,6.215883,PROVENCE
832,49.166107,6.040384,PETIT<br>COEUR
589,49.076551,6.184011,PETIT<br>CLOU
306,49.074774,6.184282,PETIT<br>CLOU
978,49.067090,6.245551,PETIT<br>JURY
970,49.066950,6.245420,PETIT<br>JURY
385,49.119000,6.204281,PETITES<br>SOEURS
371,49.119007,6.204234,PETITES<br>SOEURS
2385,49.118360,6.203830,PETITES<br>SOEURS
2378,49.118451,6.203901,PETITES<br>SOEURS
196,49.107034,6.194725,PUYMAIGRE
787,49.123278,6.094879,LE<br>QUOITY
391,49.120040,6.190601,RAPHAEL<br>LEVY
365,49.120317,6.190744,RAPHAEL<br>LEVY
923,49.200869,6.037802,RAYMOND<br>MONDON
924,49.200897,6.038033,RAYMOND<br>MONDON
863,49.126685,6.268260,ROUTE<br>DE<br>BOULAY
862,49.126497,6.267760,ROUTE<br>DE<br>BOULAY
32,49.031333,6.097731,RD66
33,49.031286,6.096974,RD66
6120,49.114995,6.173385,REPUBLIQUE
6125,49.115833,6.172877,REPUBLIQUE
5051,49.114485,6.172077,REPUBLIQUE
5052,49.114320,6.172450,REPUBLIQUE
123,49.115614,6.173439,REPUBLIQUE
173,49.114947,6.173441,REPUBLIQUE
436,49.114500,6.172990,REPUBLIQUE
1,49.115245,6.173645,REPUBLIQUE
88,49.115436,6.174237,REPUBLIQUE
170,49.124096,6.181054,RIMPORT
440,49.124458,6.182114,RIMPORT
6080,49.129663,6.170075,P+R<br>ROCHAMBEAU
6085,49.129561,6.170356,P+R<br>ROCHAMBEAU
168,49.129429,6.170241,P+R<br>ROCHAMBEAU
150,49.129526,6.170049,P+R<br>ROCHAMBEAU
514,49.097990,6.202697,ROEDERER
513,49.098707,6.203577,ROEDERER
477,49.149171,6.169056,ROGET
498,49.149287,6.169623,ROGET
6130,49.110651,6.171616,ROI<br>GEORGE
6135,49.110752,6.171479,ROI<br>GEORGE
142,49.111048,6.172034,ROI<br>GEORGE
352,49.109801,6.170433,ROI<br>GEORGE
694,49.110789,6.171108,ROI<br>GEORGE
695,49.110789,6.171108,ROI<br>GEORGE
34,49.110369,6.169100,ROI<br>GEORGE
68,49.109940,6.170550,ROI<br>GEORGE
89,49.110965,6.171984,ROI<br>GEORGE
939,49.204139,6.051606,RONCOURT
933,49.202631,6.041235,RONCOURT<br>CENTRE
934,49.201994,6.041096,RONCOURT<br>CENTRE
921,49.199366,6.035935,RONCOURT<br>EGLISE
922,49.199492,6.036390,RONCOURT<br>EGLISE
247,49.077240,6.193779,ROOSEVELT
580,49.077030,6.194050,ROOSEVELT
587,49.071276,6.185710,ROSEAUX
308,49.071263,6.186714,ROSEAUX
672,49.103095,6.243447,ROSE<br>GONTHIER
671,49.103080,6.243479,ROSE<br>GONTHIER
655,49.147417,6.148651,ROSE<br>MARCUS
654,49.147379,6.148470,ROSE<br>MARCUS
394,49.097967,6.075020,IME<br>LA<br>ROSERAIE
77,49.087806,6.118275,ROTONDE
75,49.087253,6.117156,ROTONDE
6040,49.144727,6.166327,EMILE<br>ROUX
6045,49.144727,6.166327,EMILE<br>ROUX
407,49.135555,6.140031,ROUSSEL
402,49.135449,6.139462,ROUSSEL
814,49.110626,6.112126,SCHUMAN
811,49.110858,6.111853,SCHUMAN
662,49.115019,6.192011,ROUTE<br>DE<br>BORNY
663,49.115028,6.192803,ROUTE<br>DE<br>BORNY
639,49.144803,6.147904,RUCHER
631,49.145003,6.147890,RUCHER
774,49.112024,6.028842,RUE<br>D'ARS
778,49.111974,6.028865,RUE<br>D'ARS
805,49.188930,6.038179,RUE<br>DES<br>ECOLES
803,49.189010,6.038159,RUE<br>DES<br>ECOLES
675,49.115068,6.196979,RUELLE<br>CHENEAU
676,49.115101,6.197865,RUELLE<br>CHENEAU
738,49.155754,6.113134,RUE<br>DE<br>METZ
745,49.155763,6.113093,RUE<br>DE<br>METZ
666,49.155819,6.105067,RUE<br>DU<br>MOULIN
742,49.151049,6.158635,RUISSEAU
743,49.151083,6.158612,RUISSEAU
351,49.086445,6.163728,SABLIERES
534,49.086268,6.163136,SABLIERES
760,49.152886,6.246759,SALETTE
409,49.136369,6.147307,SANSONNET
400,49.136475,6.147045,SANSONNET
677,49.114594,6.231023,SARRE
678,49.114650,6.233648,SARRE
6280,49.120733,6.164674,SAULCY
6285,49.120430,6.164552,SAULCY
638,49.147632,6.152458,SAULES
632,49.147642,6.152451,SAULES
490,49.126479,6.221821,SAULNOIS
485,49.126514,6.222033,SAULNOIS
737,49.158620,6.106141,SAULNY<br>CENTRE
766,49.158864,6.105980,SAULNY<br>CENTRE
54,49.096142,6.127414,SAVOIE
49,49.096056,6.127234,SAVOIE
717,49.114110,6.116820,SCY-CHAZELLES
825,49.079280,6.065761,SCHWALBACH
823,49.079330,6.065510,SCHWALBACH
359,49.116339,6.217147,DOCTEUR<br>SCHWEITZER
361,49.116404,6.216995,DOCTEUR<br>SCHWEITZER
283,49.108550,6.121820,SCY<br>BAS
273,49.108430,6.120870,SCY<br>BAS
299,49.107885,6.237844,SEBASTOPOL
542,49.107638,6.238711,SEBASTOPOL
25,49.121248,6.179707,STE-SEGOLENE
6160,49.111741,6.185901,SEILLE
6165,49.111647,6.185626,SEILLE
5,49.111295,6.186127,SEILLE
177,49.111432,6.186076,SEILLE
447,49.114191,6.247357,SELLIERS
446,49.114048,6.247509,SELLIERS
107,49.097949,6.160483,SEMINAIRE
96,49.097280,6.159970,SEMINAIRE
1024,49.117164,6.175487,RUE<br>SERPENOISE
279,49.109991,6.099552,SERRET
277,49.109900,6.099858,SERRET
673,49.118262,6.240132,SERRURIERS
424,49.118611,6.240000,SERRURIERS
574,49.101316,6.208325,SEULHOTTE
572,49.101458,6.208595,SEULHOTTE
228,49.122261,6.149006,ST-SIGISBERT
219,49.122458,6.148739,ST-SIGISBERT
628,49.140359,6.186424,LES<br>SILOS
616,49.140745,6.187161,LES<br>SILOS
357,49.090304,6.144877,SIMMINGER
527,49.090231,6.144980,SIMMINGER
689,49.089885,6.144612,SIMMINGER
690,49.089972,6.144756,SIMMINGER
139,49.100236,6.175472,ST-LIVIER
128,49.101033,6.175172,ST-LIVIER
289,49.121573,6.150804,ST-MARTIN
267,49.121714,6.151256,ST-MARTIN
298,49.108048,6.243106,SOLIDARITE
509,49.107803,6.243051,SOLIDARITE
5031,49.068535,6.146847,LES<br>SORBIERS
5005,49.068926,6.146890,LES<br>SORBIERS
116,49.121211,6.168953,SQUARE<br>DU<br>LUXEMBOURG
118,49.121233,6.168829,SQUARE<br>DU<br>LUXEMBOURG
122,49.121399,6.168131,SQUARE<br>DU<br>LUXEMBOURG
264,49.121440,6.167969,SQUARE<br>DU<br>LUXEMBOURG
325,49.131649,6.130784,STADE
876,49.164269,6.153869,STE-AGATHE
883,49.164145,6.153887,STE-AGATHE
106,49.096050,6.159085,ST-ANDRE
5097,49.095000,6.158130,ST-ANDRE
97,49.095161,6.159006,ST-ANDRE
5029,49.060249,6.150115,ST-BRICE
5007,49.060630,6.149240,ST-BRICE
931,49.086386,6.154441,ST-EXUPERY
926,49.086575,6.154082,ST-EXUPERY
171,49.122696,6.178363,ST-GEORGES
439,49.122449,6.178004,ST-GEORGES
280,49.108046,6.104965,ST-JEAN
276,49.107761,6.105710,ST-JEAN
5049,49.134292,6.202512,ST-JULIEN<br>EGLISE
5037,49.134488,6.202701,ST-JULIEN<br>EGLISE
5066,49.140795,6.205836,ST-JULIEN<br>FORT
601,49.141380,6.206611,ST-JULIEN<br>FORT
518,49.096922,6.154974,ST-LADRE
517,49.097128,6.155211,ST-LADRE
1007,49.116690,6.179530,ST-LOUIS
195,49.105781,6.196741,ST-MAXIMIN
181,49.105726,6.196618,ST-MAXIMIN
31,49.113468,6.178366,ST-NICOLAS
3,49.112979,6.177394,ST-NICOLAS
387,49.120074,6.196174,STOXEY
369,49.119177,6.196322,STOXEY
828,49.083369,6.087056,ST-PAUL
820,49.083150,6.086633,ST-PAUL
59,49.097373,6.144350,ST-QUENTIN
507,49.097040,6.143281,ST-QUENTIN
890,49.173763,6.162021,ST-REMY
590,49.079117,6.184032,ST-ROCH
242,49.078383,6.183834,ST-ROCH
303,49.127707,6.151972,ST-SIMON
223,49.127468,6.152503,ST-SIMON
98,49.094149,6.163161,SUGNON
105,49.094130,6.163420,SUGNON
60,49.098320,6.147441,ST-VICTOR
43,49.097961,6.146272,ST-VICTOR
285,49.104655,6.214243,SYMPHONIE
284,49.104956,6.215043,SYMPHONIE
102,49.104259,6.215028,SYMPHONIE
497,49.126892,6.192310,TANNERIE
478,49.126966,6.193015,TANNERIE
556,49.119381,6.181936,TANNEURS
363,49.120125,6.184069,TANNEURS
973,49.043900,6.270610,LES<br>TARREAUX
987,49.044075,6.270719,LES<br>TARREAUX
792,49.146826,6.003117,TELEGRAPHE
770,49.146826,6.003117,TELEGRAPHE
897,49.078820,6.069921,TEMPLE
896,49.079110,6.069737,TEMPLE
5050,49.129762,6.197286,TERRES<br>ROUGES
5036,49.129964,6.197548,TERRES<br>ROUGES
1012,49.117314,6.177094,TETE<br>D'OR
780,49.050293,6.183417,THERMES
266,49.125883,6.159390,TIGNOMONT
290,49.126208,6.159407,TIGNOMONT
395,49.127619,6.160069,TIGNOMONT
414,49.127533,6.160006,TIGNOMONT
5039,49.134490,6.207790,TILLEULS
5047,49.134044,6.207506,TILLEULS
8321,49.099280,6.188816,TIVOLI
8322,49.099591,6.188689,TIVOLI
333,49.128371,6.148195,TORTUE
224,49.128361,6.148446,TORTUE
82,49.095566,6.138685,TOURAINE
70,49.095125,6.137334,TOURAINE
76,49.085418,6.113457,TOURNEBRIDE
121,49.085970,6.113350,TOURNEBRIDE
197,49.110096,6.189480,TREIZE
548,49.087466,6.164294,VACONS
539,49.087485,6.164532,VACONS
535,49.087626,6.165392,VACONS
538,49.087738,6.165216,VACONS
108,49.100454,6.162568,VAILLANT
95,49.099700,6.161980,VAILLANT
586,49.070865,6.188770,VALERIANE
225,49.070585,6.190306,VALERIANE
470,49.110560,6.218337,VALERY
464,49.110656,6.218282,VALERY
143,49.123933,6.176746,PLACE<br>VALLADIER
980,49.078400,6.265351,LES<br>VALLONS
968,49.077760,6.265101,LES<br>VALLONS
714,49.093270,6.093405,VAL<br>DE<br>METZ
715,49.093369,6.092531,VAL<br>DE<br>METZ
254,49.095763,6.180679,VANDERNOOT
237,49.095555,6.180705,VANDERNOOT
759,49.156509,6.239068,VANY
757,49.156189,6.239552,VANY
117,49.119605,6.171465,QUAI<br>VAUTRIN
8,49.119169,6.170879,QUAI<br>VAUTRIN
713,49.093080,6.080640,VAUX
976,49.056540,6.239320,VILLAGE<br>CANADIEN
984,49.056185,6.239601,VILLAGE<br>CANADIEN
698,49.091515,6.266735,VECRIN
699,49.091556,6.266926,VECRIN
824,49.080128,6.058151,VERDUN
853,49.080128,6.058151,VERDUN
684,49.102299,6.146406,VERGERS
683,49.101906,6.146168,VERGERS
67,49.108240,6.167981,VERLAINE
36,49.109510,6.166875,VERLAINE
887,49.113330,6.027887,VERLIN
889,49.113328,6.027888,VERLIN
771,49.145264,6.005350,VERNEVILLE
769,49.145044,6.005744,VERNEVILLE
844,49.006553,6.094864,VEZON
842,49.006553,6.094864,VEZON
221,49.125086,6.153174,VICTOIRE
558,49.124987,6.153064,VICTOIRE
14,49.103859,6.108081,VIEILLES<br>EAUX
15,49.103770,6.108311,VIEILLES<br>EAUX
421,49.129368,6.145365,LES<br>VIGNES
417,49.128849,6.145215,LES<br>VIGNES
950,49.146972,6.121133,VIGNEULLES
5080,49.041999,6.156723,VIGNOTTES
5079,49.041971,6.156648,VIGNOTTES
217,49.112731,6.157751,VILLAS
204,49.112647,6.157929,VILLAS
650,49.077253,6.324477,VILLERS
651,49.077215,6.323694,VILLERS
758,49.151940,6.247575,VILLERS-L'ORME
6100,49.123270,6.171396,ST-VINCENT
6105,49.123891,6.172134,ST-VINCENT
610,49.125353,6.206442,VOLO
596,49.125279,6.206402,VOLO
504,49.086565,6.156623,VOLONTAIRES
533,49.086587,6.156651,VOLONTAIRES
80,49.093539,6.132516,VOSGES
72,49.093670,6.132950,VOSGES
865,49.080900,6.102280,WAVES<br>ACTISUD
636,49.152951,6.145005,WOIPPY<br>CHATEAU
634,49.152567,6.145716,WOIPPY<br>CHATEAU
6010,49.150349,6.173323,P+R<br>WOIPPY
6015,49.150349,6.173321,P+R<br>WOIPPY
637,49.151276,6.150050,WOIPPY-HOTEL<br>DE<br>VILLE
633,49.151276,6.150049,WOIPPY-HOTEL<br>DE<br>VILLE
705,49.075077,6.106751,ZAC<br>D'AUGNY
708,49.074174,6.107641,ZAC<br>D'AUGNY
864,49.077468,6.113065,ZAC<br>LES<br>GRAVIERES
878,49.071125,6.228467,ZAC<br>PELTRE
877,49.070906,6.228486,ZAC<br>PELTRE
875,49.159749,6.159053,ZONE<br>HERGOTT
884,49.158829,6.158544,ZONE<br>HERGOTT
